vehicle_id,model_name,brand,body_type,segment,usable_battery_kwh,real_range_km,efficiency_wh_km,acceleration_0_100_s,top_speed_km_h,towing_capacity_kg,price_eur,charging_time_min,max_charging_power_kw,horsepower_hp,torque_nm,maintenance_cost_euro_year,seating_capacity,boot_capacity_l,adas_level,safety_rating_euro_ncap,usage_type,energy_cost_euro_100km,insurance_rating,powertrain_type,fuel_type,segment_system,adas_level_clean,vehicle_classification
2298,Volkswagen E2x,Volkswagen,Hatchback,A,1.6,870,439,8.6,250,896,39718,0,0,223,326,414,5,475,1,3,Commercial,6.52,4,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2299,Volkswagen VV-6,Volkswagen,MPV,B,0,606,700,10.4,209,1110,32970,0,0,147,248,488,5,786,1,4,Personal,14.15,3,Petrol,Petrol,Vehicle_Size,1,ICE
2300,Hyundai X-Class,Hyundai,Crossover,B,2,900,348,9.8,227,1421,35763,0,0,142,230,651,7,442,1,4,Sports,5.99,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2301,Porsche UU8,Porsche,SUV,B,0,828,517,11.9,167,1929,29935,0,0,74,119,751,6,706,0,5,Personal,8.52,1,Diesel,Diesel,Vehicle_Size,0,ICE
2302,Hyundai U7,Hyundai,Crossover,C,0,782,592,8.6,212,1470,39571,0,0,155,204,406,7,741,1,4,Commercial,11.31,2,Petrol,Petrol,Vehicle_Size,1,ICE
2303,Lamborghini M55,Lamborghini,Convertible,E,12.9,900,300,7.9,250,14,73639,42,0,228,382,716,2,287,1,4,Commercial,5,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2304,Volvo RR-5,Volvo,SUV,C,1.6,900,473,8.9,250,1852,45900,0,0,200,277,839,7,634,1,4,Personal,7.03,3,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2305,Fiat A8 Pro,Fiat,SUV,D,0,983,578,10.7,189,1724,49645,0,0,105,164,539,5,680,0,4,Personal,9.54,4,Diesel,Diesel,Vehicle_Size,0,ICE
2306,Opel FF1,Opel,SUV,C,0,843,518,9.3,250,1554,48128,0,0,200,303,632,6,808,1,4,Personal,9.9,5,Petrol,Petrol,Vehicle_Size,1,ICE
2307,Saab XX-5,Saab,Hatchback,C,0,876,537,10.9,197,829,45434,0,0,143,290,708,5,419,1,5,Personal,8.85,3,Diesel,Diesel,Vehicle_Size,1,ICE
2308,Fiat P-Class,Fiat,Wagon,D,1.2,900,500,9.7,224,1214,54147,0,0,147,244,486,5,554,1,5,Personal,8.34,4,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2309,Lexus BB5,Lexus,Hatchback,D,0,836,632,8.6,250,547,55958,0,0,189,322,678,5,336,1,5,Personal,12.07,3,Petrol,Petrol,Vehicle_Size,1,ICE
2310,Land Rover WW-22,Land Rover,SUV,C,0,841,564,9.8,229,1893,44842,0,0,146,209,514,7,580,1,4,Personal,10.78,2,Petrol,Petrol,Vehicle_Size,1,ICE
2311,DS Automobiles SS1,DS Automobiles,SUV,E,0,1100,538,7.8,250,2041,74922,0,0,262,518,772,6,766,2,4,Commercial,8.88,6,Diesel,Diesel,Vehicle_Size,2,ICE
2312,BMW U11,BMW,Sedan,C,0,798,561,9.5,250,1043,42316,0,0,200,302,752,5,490,1,3,Personal,10.71,4,Petrol,Petrol,Vehicle_Size,1,ICE
2313,Seat K7,Seat,SUV,B,17.7,815,469,10.8,222,2050,41982,26,0,155,278,694,7,711,1,5,Personal,6.13,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2314,Renault QQ-7,Renault,Crossover,C,0.9,900,458,10,250,1353,48909,0,0,202,320,533,7,740,1,4,Personal,7.87,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2315,Skoda B5x,Skoda,Sedan,D,0,1100,450,9.9,246,930,56549,0,0,195,360,689,5,540,1,5,Personal,6.08,5,Diesel,Diesel,Vehicle_Size,1,ICE
2316,Citroën L6x,Citroën,Hatchback,C,0,711,695,9.5,214,743,39767,0,0,162,285,491,5,323,1,5,Personal,13.27,3,Petrol,Petrol,Vehicle_Size,1,ICE
2317,Audi O7 Pro,Audi,Convertible,D,0,1027,500,10.1,217,0,50654,0,0,138,244,396,2,311,1,4,Personal,9.55,5,Petrol,Petrol,Vehicle_Size,1,ICE
2318,Hyundai EE6,Hyundai,Pickup,C,1.4,900,444,9.7,232,2461,45037,0,0,180,236,532,3,0,1,4,Commercial,7.64,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2319,Volvo S-Class,Volvo,SUV,C,0,724,642,10.1,181,1445,39260,0,0,115,162,617,7,653,0,5,Commercial,12.25,2,Petrol,Petrol,Vehicle_Size,0,ICE
2320,Rolls-Royce KK-55,Rolls-Royce,SUV,E,0,963,648,7,250,2003,79358,0,0,303,487,599,7,616,2,4,Personal,12.37,6,Petrol,Petrol,Vehicle_Size,2,ICE
2321,Volkswagen 222,Volkswagen,Hatchback,C,1.5,900,312,9.8,237,506,43802,0,0,173,225,729,5,329,1,3,Personal,5.36,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2322,BMW RR2,BMW,Hatchback,C,0,1007,520,8.6,248,808,45493,0,0,187,313,621,5,402,1,5,Personal,8.58,3,Diesel,Diesel,Vehicle_Size,1,ICE
2323,Seat E2,Seat,SUV,B,1.6,900,452,10.6,237,1801,38931,0,0,150,210,412,6,532,1,4,Personal,7.77,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2324,BMW CC-3,BMW,MPV,C,1,828,500,8.2,250,1196,48741,0,0,242,378,562,5,695,2,4,Personal,8.46,6,Hybrid,Diesel+Electric,Vehicle_Size,2,Hybrid
2325,Peugeot CC3,Peugeot,Wagon,C,0,893,524,11.4,173,1175,35934,0,0,83,132,423,5,743,0,5,Sports,10.02,2,Petrol,Petrol,Vehicle_Size,0,ICE
2326,DS Automobiles CC-2,DS Automobiles,SUV,B,0,716,556,10.5,203,1824,36809,0,0,125,201,733,5,501,1,3,Personal,9.17,3,Diesel,Diesel,Vehicle_Size,1,ICE
2327,Renault Z1,Renault,Pickup,C,1.6,900,416,11.1,216,2500,41096,0,0,132,206,590,5,0,1,4,Personal,6.17,3,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2328,Renault UU2,Renault,SUV,B,1,900,460,10.1,200,1914,30622,0,0,70,105,485,7,554,0,4,Commercial,6.82,2,Hybrid,Diesel+Electric,Vehicle_Size,0,Hybrid
2329,Toyota T88,Toyota,Sedan,B,15.5,900,300,11.6,200,885,34552,37,0,99,178,599,5,510,0,5,Personal,5,3,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
2330,Volvo WW2,Volvo,SUV,C,0,1100,450,9.8,250,1655,46493,0,0,207,317,531,7,556,1,5,Personal,6.51,5,Diesel,Diesel,Vehicle_Size,1,ICE
2331,Toyota 333,Toyota,Sedan,B,0,988,450,10.8,204,751,33965,0,0,114,196,382,5,501,0,5,Personal,8.59,3,Petrol,Petrol,Vehicle_Size,0,ICE
2332,Seat ZZ-2,Seat,Convertible,D,0,700,700,9.8,241,125,56847,0,0,181,326,408,3,274,1,5,Personal,13.64,6,Petrol,Petrol,Vehicle_Size,1,ICE
2333,Ford C22,Ford,SUV,D,1.2,900,500,8.8,250,1767,65034,0,0,246,386,378,7,551,2,5,Personal,9.46,4,Hybrid,Diesel+Electric,Vehicle_Size,2,Hybrid
2334,Audi O4,Audi,Crossover,C,0,616,700,9.5,224,1377,40745,0,0,150,245,412,5,695,1,4,Sports,14.8,2,Petrol,Petrol,Vehicle_Size,1,ICE
2335,Fiat BB-2,Fiat,SUV,B,11.7,900,360,9.8,229,1711,40232,60,0,165,224,616,6,557,1,4,Personal,5,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2336,Honda L9x,Honda,MPV,C,1.4,900,325,10,242,1189,51015,0,0,183,270,647,6,517,1,4,Personal,5.58,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2337,Mini QQ-4,Mini,Crossover,B,0,866,566,8.9,218,1346,35457,0,0,152,243,487,7,716,1,4,Personal,9.33,3,Diesel,Diesel,Vehicle_Size,1,ICE
2338,Skoda UU-33,Skoda,SUV,C,0,680,611,10.7,195,1796,40067,0,0,127,202,285,7,533,1,4,Personal,11.67,3,Petrol,Petrol,Vehicle_Size,1,ICE
2339,Toyota KK-11,Toyota,Hatchback,D,0,1001,584,8.7,245,850,58507,0,0,232,411,541,5,390,1,4,Personal,11.16,6,Petrol,Petrol,Vehicle_Size,1,ICE
2340,BMW FF-99,BMW,MPV,C,0,635,700,11.3,190,1186,33751,0,0,97,127,568,7,763,0,5,Personal,13.44,3,Petrol,Petrol,Vehicle_Size,0,ICE
2341,Audi C3,Audi,Crossover,C,0,888,496,9.4,235,1288,38741,0,0,142,219,635,6,676,1,4,Personal,9.48,3,Petrol,Petrol,Vehicle_Size,1,ICE
2342,BMW II-3,BMW,Sedan,E,0,1086,612,6.9,250,1004,74733,0,0,309,590,715,5,599,2,5,Sports,10.09,8,Diesel,Diesel,Vehicle_Size,2,ICE
2343,Suzuki T4 Pro,Suzuki,Convertible,B,1.3,900,404,9.4,204,133,38047,0,0,134,203,410,2,237,1,4,Personal,6.94,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2344,Citroën 222,Citroën,Hatchback,E,0,1034,567,7.8,250,840,75272,0,0,233,365,677,5,381,1,5,Personal,10.84,6,Petrol,Petrol,Vehicle_Size,1,ICE
2345,Suzuki FF-6,Suzuki,Sedan,D,0,727,700,8.3,250,907,58192,0,0,282,430,666,5,428,2,4,Sports,14.58,4,Petrol,Petrol,Vehicle_Size,2,ICE
2346,BMW FF-7,BMW,SUV,C,0,751,639,8.5,250,2080,50448,0,0,217,398,719,5,557,1,3,Personal,10.54,5,Diesel,Diesel,Vehicle_Size,1,ICE
2347,Mini U-Class,Mini,SUV,B,1.2,814,493,9.7,239,1888,38498,0,0,146,194,431,6,657,1,4,Personal,7.32,5,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2348,Ford V5 Pro,Ford,SUV,B,1.5,900,500,11.5,210,2159,29208,0,0,101,159,572,5,484,0,4,Personal,7.77,4,Hybrid,Diesel+Electric,Vehicle_Size,0,Hybrid
2349,BMW OO-5,BMW,Sedan,E,1.3,900,422,9.1,250,1062,72236,0,0,194,301,670,5,588,1,4,Personal,7.25,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2350,Volkswagen ZZ4,Volkswagen,Hatchback,B,0,1000,450,10.7,222,844,31145,0,0,143,199,374,5,346,1,4,Personal,8.14,2,Petrol,Petrol,Vehicle_Size,1,ICE
2351,Volkswagen A5 Pro,Volkswagen,Hatchback,E,1.7,900,500,6.4,250,625,86459,0,0,326,510,572,5,430,2,5,Personal,10.53,7,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
2352,Vauxhall F-Class,Vauxhall,Hatchback,C,0,1100,450,9.4,250,586,47068,0,0,176,310,423,5,409,1,4,Commercial,6.43,5,Diesel,Diesel,Vehicle_Size,1,ICE
2353,Peugeot C8,Peugeot,MPV,C,0,941,497,10.4,203,1214,38139,0,0,92,168,457,6,588,0,4,Personal,8.19,3,Diesel,Diesel,Vehicle_Size,0,ICE
2354,Toyota ZZ1,Toyota,Crossover,C,0,895,600,10.1,238,1477,47062,0,0,166,303,587,7,520,1,4,Personal,9.89,4,Diesel,Diesel,Vehicle_Size,1,ICE
2355,Fiat C8x,Fiat,SUV,B,0,857,515,10.5,196,1735,33732,0,0,111,191,393,5,642,0,4,Personal,8.49,3,Diesel,Diesel,Vehicle_Size,0,ICE
2356,Ford Z2,Ford,SUV,C,0,715,687,10.4,218,1784,39640,0,0,151,256,674,5,670,1,4,Personal,13.13,4,Petrol,Petrol,Vehicle_Size,1,ICE
2357,Volvo TT6,Volvo,Wagon,E,0,1082,576,7.1,250,1176,82132,0,0,328,485,782,5,570,2,5,Personal,11,8,Petrol,Petrol,Vehicle_Size,2,ICE
2358,Volvo 555,Volvo,Hatchback,B,1.5,900,326,8.5,249,623,36819,0,0,172,264,537,5,366,1,4,Personal,5.6,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2359,DS Automobiles PP6,DS Automobiles,Sedan,E,0,791,700,7.8,250,979,79872,0,0,273,413,535,5,496,2,5,Personal,14.31,6,Petrol,Petrol,Vehicle_Size,2,ICE
2360,Audi MM-88,Audi,Crossover,F,0,1048,613,6,250,1410,109108,0,0,333,591,695,5,501,2,4,Personal,10.11,8,Diesel,Diesel,Vehicle_Size,2,ICE
2361,Ford Q-Class,Ford,SUV,A,1.3,765,456,10.5,214,1795,33748,0,0,132,224,704,6,502,1,4,Personal,7.83,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2362,Volkswagen Z4 Pro,Volkswagen,Wagon,C,0,980,521,10.6,190,1054,38977,0,0,131,249,654,5,758,1,5,Commercial,8.59,3,Diesel,Diesel,Vehicle_Size,1,ICE
2363,Lamborghini TT-3,Lamborghini,MPV,B,0,598,660,10.6,189,1212,35984,0,0,137,181,316,7,596,1,4,Sports,12.6,3,Petrol,Petrol,Vehicle_Size,1,ICE
2364,Jaguar X6,Jaguar,Coupe,C,0,699,598,10.1,225,524,40569,0,0,137,212,262,4,331,1,4,Personal,11.43,4,Petrol,Petrol,Vehicle_Size,1,ICE
2365,Subaru P8x,Subaru,Sedan,F,0,924,686,6.7,250,785,112353,0,0,287,391,514,5,414,2,4,Commercial,13.1,7,Petrol,Petrol,Vehicle_Size,2,ICE
2366,Honda NN8,Honda,Hatchback,E,17.5,900,300,7.5,250,708,82303,48,0,308,512,629,5,503,2,5,Commercial,5,7,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
2367,Peugeot PP-33,Peugeot,Hatchback,E,1.3,900,500,9.6,229,688,73506,0,0,186,333,357,5,417,1,5,Personal,8.83,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2368,Fiat Z77,Fiat,Wagon,B,9.2,900,457,10.4,213,1145,34163,46,0,118,190,496,5,726,0,5,Personal,5.31,2,Hybrid,Diesel+Electric,Vehicle_Size,0,Hybrid
2369,Skoda A3x,Skoda,MPV,C,0,682,616,9.7,239,1146,46495,0,0,170,253,351,7,700,1,4,Personal,11.76,5,Petrol,Petrol,Vehicle_Size,1,ICE
2370,Saab NN3,Saab,MPV,B,0,1100,450,8.4,220,1254,35023,0,0,179,275,608,6,974,1,4,Personal,6.08,3,Diesel,Diesel,Vehicle_Size,1,ICE
2371,Lancia M1x,Lancia,Sedan,E,1,900,500,7.6,250,903,79282,0,0,294,431,652,5,397,2,4,Personal,8.47,5,Hybrid,Diesel+Electric,Vehicle_Size,2,Hybrid
2372,Opel W3x,Opel,Coupe,B,16.6,900,371,10.5,198,615,33608,34,0,113,177,722,2,239,0,3,Personal,5,2,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
2373,Opel T33,Opel,SUV,B,1.6,900,370,9.5,222,1676,34207,0,0,138,240,517,6,721,1,4,Personal,6.36,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2374,Peugeot DD-1,Peugeot,Coupe,A,0,755,493,10.9,209,477,28990,0,0,117,209,527,4,295,0,4,Personal,8.14,2,Diesel,Diesel,Vehicle_Size,0,ICE
2375,Skoda Q3x,Skoda,Crossover,B,1.1,893,480,8.8,250,1426,45684,0,0,202,363,731,6,604,1,4,Personal,8.26,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2376,Audi L-Class,Audi,Hatchback,B,8.1,900,325,9.7,227,707,40649,41,0,177,263,634,5,401,1,3,Commercial,5,4,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2377,Mini Q7,Mini,Hatchback,A,0,855,450,10.7,213,732,28574,0,0,127,165,531,5,411,1,4,Personal,8.42,3,Petrol,Petrol,Vehicle_Size,1,ICE
2378,Lexus K99,Lexus,MPV,E,0,1056,582,8.2,250,1058,71603,0,0,268,497,624,5,847,2,5,Personal,9.6,6,Diesel,Diesel,Vehicle_Size,2,ICE
2379,Mercedes-Benz H-Class,Mercedes-Benz,SUV,D,0,805,700,9.2,221,1871,51621,0,0,147,207,742,7,641,1,5,Personal,13.6,3,Petrol,Petrol,Vehicle_Size,1,ICE
2380,Honda UU-88,Honda,SUV,B,0,1002,469,11,188,2060,29323,0,0,74,121,456,6,535,0,4,Personal,7.74,2,Diesel,Diesel,Vehicle_Size,0,ICE
2381,Vauxhall O3x,Vauxhall,SUV,D,1.3,900,489,10.4,250,1820,58833,0,0,203,266,394,6,758,1,3,Personal,8.41,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2382,Peugeot WW-11,Peugeot,SUV,C,1.3,900,339,10,243,1696,49784,0,0,198,310,546,7,498,1,5,Commercial,5.83,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2383,Audi DD2,Audi,MPV,D,0,1100,544,9.9,250,1165,59180,0,0,185,303,573,6,962,1,4,Personal,8.97,5,Diesel,Diesel,Vehicle_Size,1,ICE
2384,Volkswagen XX8,Volkswagen,Hatchback,C,0,583,700,9.9,231,661,42510,0,0,168,302,695,5,396,1,5,Commercial,13.86,4,Petrol,Petrol,Vehicle_Size,1,ICE
2385,Volkswagen E-Class,Volkswagen,Hatchback,C,0,670,682,10,224,620,37727,0,0,113,194,537,5,405,0,4,Personal,13.02,2,Petrol,Petrol,Vehicle_Size,0,ICE
2386,Hyundai Q4 Pro,Hyundai,Wagon,C,1.6,900,354,10,205,1287,42988,0,0,144,240,646,5,773,1,4,Sports,6.08,2,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2387,DS Automobiles Q1x,DS Automobiles,Crossover,B,1.8,900,397,9,250,1281,40313,0,0,196,290,261,7,704,1,4,Personal,6.82,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2388,Volkswagen V-Class,Volkswagen,Hatchback,C,0,1100,450,9.3,239,733,49191,0,0,191,293,574,5,458,1,4,Commercial,6.08,6,Diesel,Diesel,Vehicle_Size,1,ICE
2389,Hyundai VV5,Hyundai,Hatchback,D,1.2,900,312,8.3,250,855,56540,0,0,203,331,749,5,335,1,4,Personal,5.36,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2390,BMW U2x,BMW,Sedan,D,0,813,696,10.5,234,1047,52873,0,0,157,206,415,5,542,1,4,Personal,13.29,3,Petrol,Petrol,Vehicle_Size,1,ICE
2391,Toyota R55,Toyota,Sedan,C,0,891,534,7.6,250,1023,47084,0,0,198,346,585,5,563,1,4,Personal,8.8,5,Diesel,Diesel,Vehicle_Size,1,ICE
2392,Hyundai ZZ6,Hyundai,Hatchback,C,15.9,900,300,9.6,250,621,50064,39,0,205,272,674,5,443,1,3,Personal,5,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2393,Skoda M88,Skoda,Sedan,D,0,949,572,9.4,250,1075,52037,0,0,216,341,519,5,473,1,5,Personal,10.93,5,Petrol,Petrol,Vehicle_Size,1,ICE
2394,Volkswagen 888,Volkswagen,Wagon,A,1.3,737,500,12.1,212,1244,28595,0,0,108,170,609,5,564,0,4,Personal,8.69,4,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
2395,Lexus OO4,Lexus,Coupe,A,0,1003,450,11.2,183,671,26532,0,0,70,126,470,2,217,0,4,Personal,6.84,1,Diesel,Diesel,Vehicle_Size,0,ICE
2396,DS Automobiles LL-4,DS Automobiles,MPV,C,0,803,571,9.8,231,1330,39423,0,0,144,239,532,6,896,1,4,Personal,10.91,4,Petrol,Petrol,Vehicle_Size,1,ICE
2397,Peugeot VV8,Peugeot,SUV,B,0,871,492,9.7,195,1838,36619,0,0,171,242,633,7,772,1,4,Personal,9.39,3,Petrol,Petrol,Vehicle_Size,1,ICE
2398,Renault S-Class,Renault,Sedan,C,0,738,624,10.8,204,871,41053,0,0,124,202,443,5,515,1,4,Personal,10.29,3,Diesel,Diesel,Vehicle_Size,1,ICE
2399,Mercedes-Benz XX4,Mercedes-Benz,Pickup,B,0,870,460,10.5,209,2500,32790,0,0,117,176,422,5,0,0,4,Commercial,8.78,2,Petrol,Petrol,Vehicle_Size,0,ICE
2400,Toyota L44,Toyota,Wagon,C,0,864,568,8.3,250,986,52012,0,0,210,348,686,5,857,1,5,Personal,10.85,3,Petrol,Petrol,Vehicle_Size,1,ICE
2401,Lexus HH-8,Lexus,SUV,D,0,813,694,9.6,250,1779,60063,0,0,193,301,521,7,475,1,4,Personal,11.45,6,Diesel,Diesel,Vehicle_Size,1,ICE
2402,Kia AA-66,Kia,Sedan,D,0,1065,523,9.2,247,731,60053,0,0,200,401,635,5,601,1,4,Personal,8.63,6,Diesel,Diesel,Vehicle_Size,1,ICE
2403,Hyundai D7 Pro,Hyundai,SUV,D,12.7,900,407,9.2,226,1814,55474,26,0,161,230,663,7,544,1,4,Personal,5,6,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2404,Jaguar U66,Jaguar,SUV,C,0,772,552,8.7,245,1843,41157,0,0,170,232,563,5,589,1,5,Commercial,10.55,3,Petrol,Petrol,Vehicle_Size,1,ICE
2405,Ford 888,Ford,Crossover,E,0,1100,496,10.3,250,1423,71195,0,0,220,352,615,5,510,1,5,Personal,9.48,5,Petrol,Petrol,Vehicle_Size,1,ICE
2406,Peugeot UU-55,Peugeot,Hatchback,D,0,956,588,10.9,223,632,51321,0,0,128,184,713,5,381,1,4,Commercial,11.22,5,Petrol,Petrol,Vehicle_Size,1,ICE
2407,Toyota 777,Toyota,MPV,C,1.2,839,500,10.6,214,1042,38354,0,0,132,198,805,7,566,1,4,Personal,9.27,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2408,Opel II-3,Opel,Crossover,B,0,787,617,10.1,250,1554,36428,0,0,138,212,599,7,588,1,5,Personal,10.17,2,Diesel,Diesel,Vehicle_Size,1,ICE
2409,Skoda BB8,Skoda,Crossover,D,1.1,900,497,10.4,227,1444,55032,0,0,152,233,490,7,468,1,4,Personal,8.54,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2410,Porsche HH-1,Porsche,Sedan,C,1.3,900,500,10,210,951,40612,0,0,115,166,619,5,420,0,4,Sports,8.06,2,Hybrid,Diesel+Electric,Vehicle_Size,0,Hybrid
2411,Honda MM8,Honda,Wagon,D,0,913,640,9.1,250,1137,55882,0,0,212,294,484,5,857,1,4,Personal,12.22,3,Petrol,Petrol,Vehicle_Size,1,ICE
2412,Cupra E5 Pro,Cupra,Wagon,D,12.6,900,499,9.1,250,1230,58067,45,0,212,317,735,5,543,1,5,Personal,5.97,7,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2413,Fiat QQ6,Fiat,Hatchback,E,0,1100,511,8.3,250,789,75846,0,0,213,360,512,5,399,1,5,Commercial,9.75,5,Petrol,Petrol,Vehicle_Size,1,ICE
2414,Toyota G4 Pro,Toyota,Crossover,E,0,1057,631,8.2,250,1557,71603,0,0,252,488,600,5,594,2,3,Commercial,10.4,6,Diesel,Diesel,Vehicle_Size,2,ICE
2415,Volvo 111,Volvo,Crossover,D,0,660,700,7.9,250,1525,57817,0,0,260,384,483,5,561,2,4,Personal,15.9,5,Petrol,Petrol,Vehicle_Size,2,ICE
2416,Mercedes-Benz RR-9,Mercedes-Benz,Coupe,F,1.3,900,494,5.4,250,488,125336,0,0,396,708,586,2,289,3,3,Personal,8.5,10,Hybrid,Petrol+Electric,Vehicle_Size,3,Hybrid
2417,Peugeot H-Class,Peugeot,Sedan,E,0,939,623,8.1,250,957,76996,0,0,246,335,739,5,575,2,4,Commercial,11.9,6,Petrol,Petrol,Vehicle_Size,2,ICE
2418,Saab X1x,Saab,Convertible,A,0.9,897,380,9,250,0,29255,0,0,148,255,580,3,229,1,4,Personal,6.54,2,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2419,BMW I-Class,BMW,SUV,D,1.1,900,500,9.5,250,1777,62232,0,0,220,393,576,6,585,1,4,Commercial,9.21,5,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
2420,Porsche K11,Porsche,Hatchback,B,1.5,684,500,12.3,195,742,31452,0,0,70,111,738,5,343,0,4,Personal,9.99,3,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
2421,Mercedes-Benz V7,Mercedes-Benz,Hatchback,C,1.5,900,410,10.4,186,884,41870,0,0,92,122,519,5,370,0,4,Personal,7.04,3,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
2422,Renault 888,Renault,Sedan,C,1.8,900,327,10.9,215,827,41943,0,0,134,235,528,5,589,1,5,Personal,5.61,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
2423,Kia P77,Kia,Sedan,C,0,996,498,10.9,188,794,38168,0,0,97,169,425,5,429,0,4,Personal,8.21,1,Diesel,Diesel,Vehicle_Size,0,ICE
2424,BMW F8 Pro,BMW,SUV,A,0,777,509,10.6,228,1834,28259,0,0,116,185,472,7,519,0,4,Personal,8.4,3,Diesel,Diesel,Vehicle_Size,0,ICE
2425,Land Rover DD5,Land Rover,Wagon,B,0,918,450,10.2,199,1345,29519,0,0,93,162,394,5,535,0,5,Personal,7.65,2,Petrol,Petrol,Vehicle_Size,0,ICE
2426,Suzuki II-44,Suzuki,Sedan,A,0,732,538,10.1,215,997,25609,0,0,122,212,491,5,616,1,5,Personal,8.88,2,Diesel,Diesel,Vehicle_Size,1,ICE
2427,BMW KK-33,BMW,Pickup,D,0,884,626,9.4,250,2500,58209,0,0,208,322,518,3,0,1,4,Personal,11.96,4,Petrol,Petrol,Vehicle_Size,1,ICE
2428,Honda L11,Honda,Hatchback,E,1.1,900,403,6.9,250,847,77933,0,0,303,480,597,5,343,2,5,Personal,6.93,7,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
2429,Nissan 666,Nissan,Crossover,F,1.5,900,490,6.9,250,1283,109209,0,0,308,540,719,5,490,2,4,Personal,8.43,8,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
2430,Hyundai Q6 Pro,Hyundai,MPV,C,0,917,535,9.4,225,1321,44129,0,0,166,257,546,5,910,1,4,Personal,10.23,3,Petrol,Petrol,Vehicle_Size,1,ICE
2431,Ford L77,Ford,Coupe,B,1.4,900,471,8.8,181,462,32492,0,0,102,178,726,2,361,0,3,Personal,8.09,4,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
2432,Suzuki A7 Pro,Suzuki,Crossover,E,0,1039,538,8.1,250,1576,80632,0,0,278,386,693,5,612,2,4,Personal,10.28,6,Petrol,Petrol,Vehicle_Size,2,ICE
2433,Toyota NN3,Toyota,Wagon,B,0,919,528,9.9,220,1321,40349,0,0,179,331,523,5,618,1,4,Personal,8.71,2,Diesel,Diesel,Vehicle_Size,1,ICE
2434,Opel UU1,Opel,Hatchback,F,1.8,900,500,6.5,250,723,123104,0,0,374,584,729,5,430,3,4,Personal,9.73,9,Hybrid,Petrol+Electric,Vehicle_Size,3,Hybrid
2435,Honda L-Class,Honda,Hatchback,D,0,1053,551,10,232,708,56252,0,0,183,268,578,5,479,1,4,Personal,10.53,5,Petrol,Petrol,Vehicle_Size,1,ICE
2436,Dacia B3 Pro,Dacia,SUV,C,0,818,620,9.2,250,1753,45378,0,0,183,295,777,5,586,1,3,Personal,10.23,4,Diesel,Diesel,Vehicle_Size,1,ICE
2437,Toyota CC-22,Toyota,Hatchback,B,0,736,546,12.4,188,903,29189,0,0,70,100,591,5,475,0,4,Personal,10.42,1,Petrol,Petrol,Vehicle_Size,0,ICE
